n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
5726;217642120;2192571;6543;50
5727;218005520;2209212;7083;230
5728;218595452;2194083;6362;60
5729;220864119;2214932;6321;241
5730;214748002;2324408;6392;80
5731;215163509;2179917;6332;220
5732;217463563;2202409;6392;80
5733;214906167;2188974;6342;221
5734;215947650;2173715;6332;70
5735;215982866;2188823;6282;201
5736;215617671;2188183;6312;80
5737;216257258;2183554;6322;160
5738;215723269;2197600;6352;70
5739;214783315;2183885;6402;211
5740;216928357;2187341;6332;70
5741;217605147;2188373;6342;170
5742;218155648;2191219;6322;70
5743;218115180;2264856;6853;200
5744;219188745;2197089;6462;50
5745;218899783;2218830;6612;211
5746;221170861;2264996;6462;80
5747;219066284;2193192;6382;231
5748;216119689;2202008;6362;61
5749;217392766;2198101;6352;180
5750;220022316;2224741;6452;70
5751;220601412;2198532;6362;250
5752;218623073;2206367;6442;70
5753;217339155;2473758;6472;231
5754;221536175;2208130;6402;80
5755;215988742;2190847;6382;231
5756;217676327;2196168;6382;60
5757;217010159;2193682;6352;190
5758;216884393;2191579;6332;80
5759;220285658;2196879;7794;221
5760;217377936;2208701;6453;71
5761;218999457;2213871;11792;270
5762;219768567;2206818;6382;70
5763;220835539;2203660;6642;200
5764;221655287;2189385;6382;70
5765;220128382;2202849;6382;210
5766;222095841;2199424;6362;80
5767;218802998;2207810;6432;241
5768;220219914;2191960;6412;70
5769;219583058;2208371;6412;190
5770;219071641;2203702;6372;90
5771;220685305;2287268;6422;221
5772;221452754;2224941;6462;70
5773;220474300;2213860;6422;210
5774;221040000;2220323;6543;81
5775;221641387;2218158;6482;230
5776;219740563;2211135;6432;70
5777;219244494;2210394;6372;201
5778;220743583;2215493;6432;60
5779;218422140;2216545;6603;191
5780;220765584;2254547;6492;80
5781;221692071;2214251;6492;201
5782;221249301;2219772;6472;60
5783;220405519;2216255;6452;240
5784;219989829;2229981;6462;80
5785;220823593;2210134;6392;211
5786;221041640;2209252;6372;80
5787;220150229;2212608;6472;220
5788;220980265;2218209;6502;70
5789;220459468;2212428;6432;250
5790;221799841;2234319;6452;70
5791;221178987;2224029;6422;250
5792;221626928;2252243;6562;60
5793;222114630;2211597;6412;211
5794;221730370;2282028;6442;50
5795;224870158;2226113;6442;230
5796;223464090;2204543;6442;70
5797;221522721;2204864;6402;210
5798;221505619;2207238;6432;70
5799;221044653;2202760;6352;201
5800;222070428;2213730;6903;70
5801;221989124;2221665;6442;241
5802;219811841;2234159;6482;50
5803;222136880;2201727;6422;210
5804;222639162;2229349;7013;80
5805;222747285;2209462;6503;251
5806;224125527;2222356;6452;70
5807;220799954;2217858;6473;211
5808;222729029;2214711;6381;71
5809;223182099;2217537;6913;170
5810;221127779;2219290;6472;60
5811;221136805;2204312;6372;200
5812;223064129;2221254;6492;60
5813;221077873;2215603;6452;201
5814;221897931;2217728;6402;70
5815;222111690;2216766;6432;190
5816;221763990;2203802;6392;70
5817;224274485;2220734;6462;180
5818;223441353;2215103;6412;50
5819;223464947;2209381;6483;221
5820;222943028;2433542;6332;80
5821;222822253;2219381;6452;211
5822;223842485;2227556;6432;80
5823;224401863;2215484;6512;210
5824;225324973;2237996;6562;70
5825;223656024;2229700;6492;220
5826;226253194;2298229;6432;60
5827;224428882;2280254;6603;201
5828;223646646;2234179;6572;80
5829;223915180;2242644;6572;221
5830;223696419;2237475;6562;80
5831;222854089;2226333;6472;210
5832;226588300;2234029;6442;60
5833;226183060;2230141;6593;220
5834;223471166;2251762;6473;61
5835;225872287;2247423;6593;210
5836;227525155;2241532;6623;70
5837;226820825;2245270;6573;211
5838;226962211;2254216;6462;70
5839;228768707;2290565;6722;221
5840;234459195;2300864;12283;90
5841;229240550;2313267;6632;241
5842;228030713;2317174;6572;60
5843;226207775;2303829;6502;231
5844;227311523;2273823;6523;71
5845;231797724;2272199;6492;250
5846;228193127;2271488;6452;60
5847;229269616;2313156;6753;261
5848;228050178;2340037;6543;71
5849;226518676;2315321;6552;231
5850;229204330;2277721;6512;80
5851;229465100;2249297;6512;221
5852;228591793;2240400;6592;60
5853;230766348;2381735;6542;251
5854;230364956;2279173;6553;81
5855;229336919;2266710;6522;240
5856;231314045;2349384;10109;90
5857;228875925;2250629;6623;240
5858;229154486;2251331;6522;70
5859;229293055;2356147;6702;251
5860;233327549;2316262;7003;60
5861;235707750;2267451;6583;230
5862;228132719;2247043;6522;80
5863;226746832;2260487;6592;230
5864;226778321;2238105;6563;70
5865;225950579;2266169;6592;220
5866;230723365;2242144;6492;70
5867;229027415;2289463;6653;230
5868;231071738;2280465;6562;70
5869;230364773;2261239;6532;210
5870;229916230;2245690;6602;80
5871;230427190;2259596;6532;221
5872;227190341;2238998;6492;70
5873;225863454;2249998;6512;190
5874;226115405;2238106;6492;70
5875;229093407;2246382;6493;201
5876;230250568;2244448;6482;60
5877;230015717;2246882;6483;221
5878;231716264;2240871;6482;70
5879;227973187;2253985;6492;230
5880;227794072;2254587;6592;60
5881;228701001;2244879;6954;231
5882;234584401;2275747;6553;80
5883;229731823;2248574;6532;240
5884;228278238;2254557;6513;81
5885;229009549;2269585;6532;230
5886;229303009;2269955;6592;90
5887;228140308;2242504;6602;221
5888;229200606;2251241;6583;60
5889;229353343;2253634;6652;211
5890;231581730;2247213;6543;71
5891;231755967;2250429;6523;220
5892;231373288;2264656;6512;70
5893;228894381;2253024;6652;231
5894;227998953;2252252;6523;71
5895;230570493;2259937;6553;231
5896;232869282;2283921;6682;70
5897;232514056;2338475;6592;231
5898;233395670;2258614;6562;60
5899;232358584;2273522;6643;220
5900;230184719;2284963;6582;50
5901;230872999;2274134;6522;211
5902;229543205;2269795;6682;70
5903;233138837;2256540;6532;240
5904;230804531;2254727;6502;70
5905;230818186;2247143;6572;211
5906;228361680;2238797;6563;70
5907;228980721;2261600;6612;220
5908;228160193;2249867;6523;71
5909;228946697;2244267;6612;200
5910;228901301;2251011;6603;60
5911;227977218;2258083;6623;200
5912;228901743;2253876;6563;40
5913;235215497;2279253;6542;230
5914;230923221;2288591;6673;70
5915;230629811;2265037;6593;220
5916;232027270;2274363;6622;70
5917;232556893;2272150;6592;191
5918;230087733;2286537;6612;60
5919;230938899;2261179;6622;220
5920;231290077;2264295;6673;61
5921;230826918;2260217;6552;201
5922;236588490;2275987;6582;70
5923;235657945;2257372;6573;210
5924;234479647;2266819;6642;80
5925;233795463;2286607;6643;241
5926;231576403;2300673;7164;60
5927;232552161;2280545;6553;230
5928;232258191;2280255;6572;70
5929;233840878;2267490;8346;280
5930;236262116;2267311;6592;80
5931;237878276;2368520;6803;240
5932;237494497;2272431;6642;60
5933;231761828;2270386;6572;230
5934;233129563;2274573;6532;90
5935;232085475;2269916;6583;221
5936;230551880;2273773;6532;60
5937;234456129;2278732;6642;221
5938;234927993;2266850;6632;80
5939;233125524;2269083;6542;231
5940;232878272;2270797;7193;60
5941;233315109;2322364;6783;241
5942;233131525;2267361;6682;80
5943;230733119;2275325;6532;230
5944;233196767;2554730;6533;80
5945;232779364;2265247;6562;210
5946;235872223;2284763;6623;70
5947;235503781;2298338;6873;200
5948;238045826;2277910;6572;80
5949;232231166;2272490;6642;210
5950;234576613;2322934;6672;81
5951;234116369;2263653;6553;261
5952;232392297;2267962;6592;60
5953;233728141;2290403;6632;200
5954;232686137;2261580;6703;80
5955;234193784;2270576;6712;180
5956;233265873;2278242;6542;80
5957;233624757;2267652;6572;221
5958;234360666;2292999;6602;80
5959;233381470;2279533;6563;210
5960;233081778;2268432;6642;60
5961;234578654;2282970;6533;261
5962;234811811;2282259;6663;71
5963;231320405;2271970;6642;200
5964;234771455;2280335;6683;60
5965;234916816;2277950;6562;220
5966;233359328;2286486;6693;60
5967;235264139;2294201;6823;220
5968;234289160;2291726;6622;80
5969;237645412;2290393;6702;241
5970;234178033;2319027;6683;81
5971;237227197;2294441;6602;231
5972;235097525;2291596;6582;80
5973;234249584;2269124;6673;210
5974;235459604;2288901;6563;61
5975;234812069;2284963;6582;170
5976;235465083;2283710;7163;60
5977;235416051;2289532;6532;181
5978;234386632;2275746;6733;70
5979;236144847;2292698;6583;201
5980;238352686;2296374;6682;80
5981;233400322;2270436;6693;200
5982;234590833;2274483;6633;60
5983;234210751;2291435;6592;231
5984;242335822;2302907;6702;80
5985;236423569;2282348;6632;221
5986;236978057;2309760;6603;80
5987;238011104;2332232;6682;230
5988;242381567;2269243;10640;80
5989;237329715;2273702;9598;241
5990;236278034;2281587;6682;60
5991;243519579;2300572;6683;240
5992;239199712;2386043;6642;60
5993;240619111;2294121;6633;210
5994;235683769;2329326;6652;80
5995;237797432;2299581;6623;210
5996;240215484;2293529;6752;80
5997;237409102;2297065;6763;240
5998;237892719;2298880;6703;60
5999;237009704;2301744;6652;211
6000;237825302;2297587;6703;50
6001;237663368;2390471;6732;221
6002;241083731;2305000;6633;60
6003;239921532;2321843;6823;220
6004;240203030;2314419;6733;80
6005;238270235;2329897;6752;241
6006;242779549;2303548;6682;71
6007;239094781;2361517;6662;251
6008;241378723;2326552;7134;60
6009;241744939;2308958;6642;241
6010;239785084;2304951;6683;70
6011;238810768;2305452;6632;201
6012;239379053;2306313;6643;70
6013;240079075;2298018;6713;230
6014;240623995;2303298;6702;80
6015;240147974;2303548;6692;201
6016;241644329;2310982;6662;70
6017;240978380;2296945;6682;221
6018;237329218;2300152;6683;70
6019;239190678;2313287;6813;210
6020;240675961;2313177;6722;80
6021;241987982;2311743;6782;221
6022;244008729;2317956;6723;70
6023;240076538;2326791;6853;230
6024;240963300;2331050;6833;80
6025;241126997;2304580;6743;211
6026;246095380;2338645;6713;70
6027;245459137;2364582;6743;210
6028;242650643;2405078;6752;70
6029;247358518;2371376;6713;230
6030;243501698;2348653;6773;80
6031;244268023;2316402;6662;231
6032;239055593;2306824;6743;71
6033;239249204;2299250;6783;250
6034;239687766;2306004;6672;70
6035;240462138;2304669;6703;250
6036;239878385;2323264;6783;61
6037;242507934;2323666;6742;231
6038;239938987;2312404;6722;60
6039;240320893;2310542;6772;191
6040;246982560;2348522;6702;70
6041;241331658;2320310;6792;221
6042;241247949;2320920;6722;80
6043;240931147;2357469;6722;221
6044;242014868;2329557;6692;80
6045;241635636;2306554;6783;220
6046;240891420;2303448;6673;91
6047;239487979;2351969;6703;231
6048;242602648;2370303;6713;80
6049;243695377;2314339;6703;230
6050;244654814;2368761;6793;81
6051;243451048;2335819;6753;210
6052;243161455;2381554;6833;80
6053;241729181;2386423;6772;231
6054;243291187;2323035;6723;71
6055;241481926;2358011;6713;210
6056;241702860;2351628;6723;80
6057;242738161;2372337;6863;230
6058;243089329;2303127;6672;80
6059;241448883;2331982;6793;230
6060;242702083;2318596;6733;80
6061;243096973;2313628;6703;220
6062;242267718;2310852;6783;71
6063;241669426;2308146;6683;200
6064;242364949;2314128;6652;80
6065;241881323;2306884;7033;231
6066;241850476;2321672;6833;71
6067;242031523;2328244;6773;210
6068;242677193;2442640;6672;80
6069;242379295;2317333;6672;231
6070;243265968;2318696;6722;90
6071;241107730;2313928;6693;190
6072;241815717;2332132;6783;60
6073;243495457;2327043;6673;201
6074;241155370;2329596;6782;80
6075;242286500;2325399;6773;210
6076;243162182;2342231;6852;50
6077;243115193;2320509;6753;210
6078;240070046;2321912;6753;61
6079;245426866;2316913;6713;230
6080;245357907;2318457;6873;70
6081;241316971;2378268;6773;200
6082;243326479;2336249;6653;60
6083;241969694;2312426;6712;200
6084;243894883;2322764;6722;70
6085;244905387;2324487;6693;180
6086;244088527;2325610;6692;60
6087;244443620;2308958;6662;220
6088;243674249;2322174;6753;70
6089;243094622;2316603;6983;211
6090;243861921;2332722;6833;50
6091;243072861;2391833;6782;221
6092;246280113;2323486;6753;80
6093;242571261;2323104;6833;170
6094;244180376;2330358;6763;61
6095;244352559;2324366;6782;221
6096;245316797;2582761;7424;80
6097;245239753;2324597;6693;220
6098;244096588;2334236;6703;80
6099;243813358;2327372;6883;221
6100;244818581;2342631;6743;70
6101;244696202;2328284;6823;210
6102;245517191;2329939;6743;61
6103;244830853;2315721;6833;210
6104;245556875;2393186;6833;81
6105;245195488;2335628;6823;181
6106;245796824;2332923;6773;61
6107;245212940;2347029;6843;230
6108;245419126;2330728;6753;60
6109;245225572;2322303;6833;210
6110;245193653;2345016;6833;60
6111;246549093;2336320;6843;220
6112;245420177;2335938;6683;60
6113;246921432;2334035;6762;221
6114;246573438;2320700;6742;60
6115;246809100;2332693;6763;240
6116;245517068;2363260;6823;60
6117;247146722;2328154;6772;221
6118;246499830;2358541;6833;71
6119;245736318;2332291;6802;191
6120;246157759;2352539;6843;80
6121;246094319;2339325;6793;180
6122;248013978;2344966;6803;70
6123;246892585;2345075;6742;241
6124;246583044;2630491;6813;80
6125;251405494;2336100;6823;231
6126;254891217;2362519;6763;80
6127;248160039;2352429;6803;261
6128;248427903;2336419;6793;60
6129;246439543;2347961;6753;210
6130;247026174;2344785;6843;60
6131;246499086;2346749;6802;221
6132;247554965;2350927;6833;70
6133;247706308;2339576;6863;211
6134;249130698;2333033;6733;70
6135;246426438;2371376;6833;200
6136;253188914;2379231;6782;71
6137;249037932;2345717;6883;231
6138;248694851;2367358;6913;70
6139;249673233;2434614;6812;201
6140;250574763;2342060;6813;60
6141;252138685;2395751;6793;220
6142;252314885;2448530;7264;70
6143;250863173;2336249;6783;210
6144;252225798;2354865;6893;70
6145;250657006;2364351;6843;221
6146;249659968;2820216;8607;100
6147;258358652;2337973;6833;230
6148;257989892;2393096;6802;80
6149;253208048;2369251;6783;230
6150;252198936;2334045;6813;70
6151;251093022;2413324;6993;230
6152;249373429;2364723;6893;50
6153;250145396;2343362;6783;210
6154;250507676;2357278;6863;60
6155;249686454;2351209;6883;210
6156;251960666;2346579;6783;70
6157;254837200;2448630;6873;250
6158;255009672;2368931;6813;70
6159;249965788;2345537;6833;231
6160;251394495;2356958;6793;70
6161;250901242;2343292;6873;230
6162;251727970;2355485;6963;70
6163;251069947;2354213;6803;210
6164;249389286;2348322;6782;60
6165;250574627;2416871;6813;230
6166;252198312;2359032;6773;80
6167;251882288;2351838;6732;221
6168;250312247;2356547;6773;70
6169;249390658;2356336;6773;180
6170;251043696;2369361;6973;71
6171;251141538;2363241;6793;230
6172;252889545;2362118;6812;60
6173;250068008;2347590;6743;190
6174;250349444;2354594;6793;60
6175;248817222;2355425;6823;231
6176;251961827;2363149;6803;70
6177;252851263;2361006;6762;171
6178;249031062;2367728;6763;60
6179;249577825;2390110;6853;220
6180;252191095;2366265;6913;81
6181;252125593;2366987;6783;220
6182;252297093;2370193;6812;71
6183;253809057;2366335;6893;230
6184;252979562;2362518;6913;50
6185;252651456;2369883;6923;211
6186;252578910;2366075;6813;80
6187;254029911;2361667;6862;221
6188;252193086;2362899;6813;70
6189;251693510;2388137;6843;200
6190;254538513;2374170;6943;70
6191;254150806;2376575;7073;220
6192;252769907;2372678;6933;60
6193;251244098;2377206;6883;181
6194;256374574;2378969;6833;70
6195;252630835;2368360;6943;230
6196;254201339;2631191;7173;90
6197;255018191;2378409;6832;211
6198;253858506;2383698;6913;60
6199;255358157;2383838;6913;190
6200;255150559;2377577;7033;80
6201;253529690;2365083;6783;210
6202;254403557;2391062;6954;60
6203;254121819;2379191;6963;221
6204;252204985;2359152;6913;50
6205;255971986;2380993;6833;221
6206;253672446;2377717;6913;70
6207;253673829;2381975;6943;200
6208;254211437;2381384;6873;60
6209;253784095;2385611;6823;190
6210;253751593;2378137;6883;70
6211;254540151;2374111;6883;241
6212;253165246;2375773;6882;81
6213;255188486;2550972;7023;231
6214;262172497;2395390;6913;80
6215;258515412;2408214;6983;211
6216;258313424;2422781;6943;80
6217;259818944;2476451;7023;210
6218;259790332;2398556;6913;90
6219;257947476;2405870;6973;200
6220;256487700;2406732;6923;80
6221;256634435;2401010;6964;231
6222;256974873;2391783;6923;70
6223;259123451;2396743;7034;230
6224;259801611;2497342;6933;70
6225;259319206;2421239;6993;220
6226;261015305;2400680;6873;60
6227;262873478;2419335;6963;240
6228;272421065;2437118;6943;60
6229;263062331;2440846;10500;250
6230;258952527;2404638;6893;80
6231;257645649;2391483;7765;220
6232;259283488;2536474;6973;81
6233;264222297;2458228;10790;240
6234;263438185;2457646;6933;80
6235;262194464;2501299;7033;220
6236;261884092;2409567;6983;70
6237;262751066;2434654;6983;241
6238;263382719;2431087;6983;70
6239;263125159;2667440;6873;221
6240;261485875;2428993;6943;71
6241;257202706;2397344;6923;230
6242;258537838;2404126;6963;80
6243;256836659;2393377;6993;190
6244;258368540;2402184;6933;71
6245;256935413;2403075;6993;231
6246;258466134;2397343;6903;80
6247;258108793;2403265;6933;230
6248;257340172;2402704;6973;80
6249;256123672;2400490;6863;230
6250;257073212;2382015;6873;80
6251;257162948;2443841;7264;221
6252;256443511;2409186;6973;60
6253;258529139;2393617;6923;201
6254;256236353;2392355;6963;50
6255;257883387;2395330;6973;210
6256;258612175;2406601;6873;70
6257;257443333;2400850;6963;211
6258;256393657;2419846;6973;80
6259;256985734;2401251;6933;200
6260;259230652;2417651;6983;80
6261;259820820;2451956;11211;240
6262;260208515;2408204;6953;90
6263;260172198;2438731;7013;240
6264;260215068;2403996;6853;70
6265;259741348;2402683;6954;190
6266;261876542;2403716;7063;80
6267;260587163;2428131;6993;181
6268;261484797;2420667;7054;61
6269;260188036;2407202;7003;210
6270;257727353;2426989;6953;70
6271;258619625;2403866;6923;190
6272;259997797;2401812;6953;70
6273;258303203;2409687;6953;240
6274;259614781;2409316;6953;70
6275;259093673;2405389;6903;200
6276;259128207;2402052;7013;70
6277;258225355;2423472;6994;201
6278;261253381;2410909;6893;70
6279;260712335;2466393;6963;210
6280;267144803;2406241;6863;70
6281;260131628;2430346;6983;230
6282;259238463;2407583;6943;61
6283;261746493;2425357;6973;220
6284;260561002;2414095;6973;80
6285;263253318;2416088;7023;200
6286;262127937;2460763;7374;50
6287;262003415;2409807;7023;210
6288;261643319;2423733;7073;70
6289;260956703;2428542;7054;210
6290;263018376;2434974;7394;70
6291;262574023;2443140;6953;191
6292;261839397;2416068;7003;60
6293;260812300;2417031;6973;230
6294;261767502;2417171;6953;70
6295;264094752;2436036;6983;221
6296;266413761;2434813;7154;60
6297;265404025;2428932;6993;211
6298;264599067;2422190;6983;80
6299;263123472;2495257;6973;221
6300;265566370;2441296;6983;71
6301;265715860;2417682;7003;221
6302;265327031;2439042;7084;80
6303;266823948;2439132;6993;220
6304;266177995;2433412;7003;70
6305;265105995;2446926;7023;210
6306;263535533;2436176;6993;70
6307;263677599;2516837;7163;231
6308;264211097;2437248;7093;70
6309;265126965;2445945;7094;220
6310;265783265;2439683;7013;70
6311;265229877;2442048;7103;210
6312;263707634;2435505;7424;80
6313;263858495;2440634;7103;180
6314;265657108;2458258;7074;60
6315;266953928;2437328;6963;251
6316;268532677;2468957;7053;90
6317;269290749;2545200;7033;221
6318;269863102;2489946;7063;71
6319;271189777;2506688;7094;230
6320;269439917;2443439;7034;70
6321;272529338;2589785;7113;231
6322;273499084;2443229;7023;70
6323;263772623;2431087;7083;211
6324;262061676;2438110;7053;80
6325;267775155;2439032;7033;241
6326;273294610;2454390;7034;81
6327;269043070;2433000;7003;220
6328;264950300;2442689;7023;70
6329;265212670;2435445;7083;240
6330;267002717;2442698;7003;60
6331;265526129;2460071;6973;210
6332;266692614;2433320;7043;61
6333;265038914;2456825;7003;220
6334;266297203;2441887;7003;60
6335;264817698;2438992;6973;250
6336;264669112;2443780;7063;80
6337;264685561;2435165;7013;221
6338;267475379;2438059;7103;60
6339;264799645;2423343;7073;231
6340;275778242;2498973;11712;70
6341;267732501;2466844;7053;251
6342;265030095;2430145;7053;60
6343;271504752;2702575;12363;250
6344;268623582;2427140;6953;70
6345;266463752;2462375;7193;241
6346;266095280;2434093;7073;60
6347;266433906;2442628;6993;210
6348;267157884;2427520;7554;61
6349;268490750;2487172;7093;230
6350;266226036;2448139;7124;60
6351;268092736;2454880;7063;241
6352;266716465;2471061;7114;60
6353;269382190;2476221;7133;220
6354;267252048;2463267;7083;60
6355;270335106;2501549;7183;211
6356;269292793;2452867;7094;60
6357;267346064;2444853;7023;230
6358;267280651;2479958;7053;60
6359;270481440;2507821;7143;241
6360;271062107;2473136;7123;71
6361;267827686;2452377;7084;210
6362;268317853;2463097;6953;81
6363;268364121;2463969;7133;240
6364;268078634;2443370;7093;70
6365;267589798;2446435;7114;210
6366;268308155;2436086;7104;71
6367;268484686;2449190;6993;230
6368;269758853;2470030;7063;80
6369;272392289;2458538;7093;220
6370;271203381;2568624;7053;71
6371;273231241;2478325;7183;221
6372;272339960;2479007;7043;80
6373;270615990;2453298;7163;221
6374;273085818;2459250;7063;70
6375;272197372;2461965;12924;221
6376;272296319;2456764;7093;70
6377;270856149;2469749;7203;301
6378;272806634;2470750;7714;60
6379;270144894;2474969;7083;220
6380;272252235;2476112;7033;90
6381;271570026;2454931;11902;290
6382;268616249;2454000;7133;80
6383;270687280;2467785;7143;200
6384;270372832;2463998;7083;70
6385;272690064;2458458;7043;230
6386;269498392;2460121;7073;60
6387;270049665;2453529;7144;181
6388;269956921;2461594;7063;80
6389;269140008;2460702;7154;210
6390;266614606;2456824;7083;70
6391;271340093;2465119;7083;230
6392;269435934;2460332;7073;71
6393;270060783;2455712;7063;200
6394;269785608;2463337;7123;80
6395;267818962;2469960;7174;190
6396;268977193;2459328;7193;81
6397;271466108;2523370;7284;230
6398;269473903;2458568;7063;80
6399;271672574;2467525;7183;221
6400;270382616;2470940;7194;70
6401;272548385;2469038;7084;240
6402;276772862;2744465;7283;81
6403;275638526;2484246;7124;230
6404;270339653;2482243;7103;90
6405;271884379;2500046;7123;241
6406;274514980;2498252;7134;80
6407;275264884;2750967;7334;230
6408;275273541;2496359;7173;80
6409;275521176;2490156;7173;231
6410;272403562;2473126;7064;70
6411;273226995;2542435;7134;210
6412;273198491;2456113;7023;70
6413;273386713;2466654;7063;231
6414;275977310;2513030;7154;60
6415;276840067;2503291;7184;220
6416;278621194;2491720;7144;80
6417;278052267;2517168;7124;240
6418;276588163;2735677;7154;80
6419;280235108;2548517;7083;231
6420;278065501;2582380;7184;90
6421;275767455;2576488;7194;220
6422;274807194;2522498;7144;70
6423;277511864;2471111;7084;240
6424;281384942;2611855;7263;70
6425;278977749;2508152;7153;231
6426;274749585;2492472;7154;70
6427;273323622;2486691;7183;200
6428;273991864;2500567;7123;50
6429;272470362;2493693;7174;260
6430;280905403;2480519;7063;70
6431;273272024;2499405;7153;231
6432;275731735;2664704;7985;81
6433;273955504;2481421;7103;230
6434;275440739;2483716;7113;70
6435;274290492;2480068;7134;220
6436;272912329;2483985;7144;60
6437;277170400;2479558;7064;220
6438;273046731;2485769;7134;80
6439;272891700;2480548;7404;230
6440;273548982;2486560;7093;70
6441;275136046;2484607;7164;220
6442;282549050;2573985;7214;70
6443;277402823;2509504;7173;210
6444;278326495;2610222;7174;90
6445;278504088;2491640;7154;251
6446;277039562;2507128;7194;70
6447;277829934;2503723;7364;221
6448;277722864;2537415;7264;80
6449;277478766;2504284;7244;240
6450;277747869;2498132;7273;50
6451;279614719;2499305;7163;230
6452;277670624;2504203;7234;60
6453;277387583;2519402;7204;230
6454;275618918;2512499;7234;60
6455;281410593;2506558;7153;211
6456;279120170;2503864;7354;60
6457;278969027;2481431;7113;251
6458;277892348;2495738;7163;60
6459;276679285;2524231;7173;241
6460;275754822;2554948;7283;80
6461;278998331;2487672;7203;231
6462;278257491;2498202;7264;60
6463;277052975;2509122;7213;201
6464;277056190;2506468;7104;60
6465;275006858;2495177;7223;221
6466;278182931;2498582;7243;60
6467;280079847;2537867;7314;241
6468;281122250;2504444;7263;70
6469;278227644;2511677;7414;221
6470;279104569;2505876;7334;70
6471;281432882;2513019;7173;201
6472;278121365;2506619;7154;60
6473;280115792;2504604;7233;211
6474;279759875;2583843;7184;60
6475;278119901;2509654;7153;221
6476;280811135;2514052;7194;60
6477;277898135;2516407;7224;220
6478;279641703;2578552;7304;61
6479;277233709;2509393;7213;201
6480;280954814;2512218;7163;70
6481;279428212;2516637;7204;220
6482;280258799;2524992;7304;70
6483;279456946;2524261;7283;221
6484;278173460;2500676;7254;60
6485;282660661;2519521;7173;221
6486;282093847;2513550;7173;70
6487;286122838;2530122;7173;231
6488;278433476;2510085;7163;60
6489;278324081;2506838;7234;251
6490;279778036;2523851;7163;70
6491;277581849;2512248;7184;221
6492;279930160;2507580;7204;70
6493;287331812;2500647;7144;241
6494;276658669;2499073;7294;60
6495;278977074;2518982;7274;220
6496;278131949;2516678;7174;80
6497;278824126;2510145;7274;200
6498;278994756;2512479;7154;71
6499;280072536;2533007;7184;220
6500;279762093;2506228;7244;71
6501;281723128;2551202;7234;210
6502;281717488;2523770;7204;90
6503;280968464;2499314;7124;230
6504;278217156;2495087;7314;60
6505;280439082;2509883;7233;221
6506;279892938;2518991;7184;80
6507;281023646;2516577;7173;250
6508;278112931;2504354;7183;90
6509;280655375;2515906;7243;231
6510;278923088;2524812;7264;70
6511;281062058;2507280;7283;221
6512;278920794;2516507;7263;80
6513;282807367;2529722;7203;261
6514;282107617;2533489;7194;70
6515;280702252;2528258;7243;220
6516;280523047;2518670;7183;60
6517;282156367;2520405;7233;231
6518;279605637;2527446;7213;50
6519;279588404;2528059;7254;190
6520;281398026;2539450;7263;80
6521;281873806;2510616;7203;240
6522;283433650;2708766;11882;100
6523;290332820;2613980;7154;250
6524;283417900;2529140;7214;80
6525;280605699;2527537;7233;231
6526;280589398;2526185;7214;80
6527;282607401;2509794;7143;230
6528;290825933;2856292;7174;80
6529;282514326;2529250;7273;231
6530;282939141;2532616;7194;60
6531;287442321;2543968;7224;241
6532;286104954;2518100;7274;70
6533;281486538;2532046;7274;240
6534;282979075;2526396;7293;81
6535;282574597;2549999;7504;230
6536;285719392;2605924;7384;61
6537;284500737;2511247;7184;220
6538;284638524;2531104;7234;70
6539;284259655;2527637;7304;231
6540;286459007;2530903;7273;70
6541;283175292;2594874;7404;210
6542;284135571;2520835;7303;60
6543;281030251;2520504;7324;191
6544;282642773;2509493;7223;70
6545;282699790;2539839;7333;231
6546;283016443;2533117;7134;60
6547;282910795;2529130;7234;220
6548;282957783;2550861;7544;80
6549;283116961;2544479;7284;230
6550;283323927;2524822;7204;80
6551;282046123;2530072;7253;211
6552;284461851;2537765;7334;80
6553;283243386;2553596;7283;201
6554;282972789;2530232;7334;71
6555;285820056;2584403;7725;230
6556;284101004;2546202;7244;91
6557;284692531;2544318;7243;221
6558;285523069;2553486;7284;70
6559;290309929;2581318;7243;230
6560;286318809;2539239;7243;70
6561;284667754;2572722;7294;250
6562;283638404;2538848;7243;60
6563;284994918;2533308;7313;201
6564;283417421;2533238;7224;60
6565;283317944;2528940;7173;211
6566;289486014;2601176;7314;70
6567;284220113;2539921;7284;220
6568;286259567;2606124;7514;70
6569;286862636;2538137;7244;260
6570;284559058;2536504;7313;71
6571;285496655;2545541;7304;220
6572;283268971;2551922;7313;60
6573;286866923;2902569;7244;220
6574;287596481;2537126;7214;90
6575;287235074;2818953;7283;241
6576;290974801;2541492;7273;70
6577;284645499;2535783;7224;220
6578;288180914;2553395;7324;70
6579;285104570;2546322;7324;220
6580;289281487;2620191;7293;60
6581;291001741;2778778;7383;231
6582;290811686;2573483;7324;70
6583;287954890;2663652;7374;221
6584;291290351;2582009;7293;81
6585;289361857;2558385;7394;220
6586;289656529;2631872;7424;60
6587;295806194;2566620;7324;210
6588;295368323;2581819;7343;71
6589;292952436;2572011;7353;251
6590;291340533;2633996;7514;90
6591;287739815;2570568;7404;231
6592;292722182;2626012;7334;60
6593;294241550;2564907;7343;231
6594;290082785;2564596;7304;70
6595;290996499;2576198;7344;220
6596;290895208;2569455;7354;61
6597;289563963;2559787;7264;240
