n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
6598;289326958;2568714;7344;80
6599;291787892;2772637;7314;231
6600;289691111;2570317;7324;70
6601;289820813;2560519;7274;221
6602;292232722;2561250;7304;60
6603;291708531;2553585;7333;221
6604;290639327;2617276;7394;60
6605;290979584;2590676;7414;221
6606;290813122;2568864;7333;70
6607;291332927;2605422;7354;230
6608;292186475;2577230;7434;70
6609;289733179;2590936;7334;220
6610;290424122;2574075;7324;70
6611;290791810;2586238;7344;220
6612;293018724;2555770;7304;80
6613;288675134;2562553;7303;201
6614;289106601;2561580;7414;60
6615;290909341;2557693;7815;200
6616;290352927;2548908;7424;60
6617;290264781;2569635;7414;231
6618;291981678;2578102;12704;190
6619;295084784;2560939;7314;230
6620;290997625;2586858;7344;60
6621;291211204;2604001;7485;241
6622;291523119;2600133;7414;80
6623;298019915;2568934;7364;231
6624;294050535;2576139;7354;60
6625;293201373;2569946;7304;230
6626;292583236;2554728;7304;70
6627;291492591;2564576;7314;221
6628;292498777;2586778;7454;80
6629;291627183;2583652;7343;201
6630;291896947;2566902;7324;60
6631;291810104;2570196;7313;241
6632;290169200;2565168;7293;80
6633;290964559;2564767;7354;201
6634;291193068;2593330;7363;60
6635;293439257;2580286;7424;231
6636;294529591;2572952;7464;80
6637;296351755;2583170;7544;240
6638;295043834;2575056;7374;80
6639;293442984;2614079;7394;230
6640;296792952;2594773;7504;70
6641;298425911;2602858;7444;220
6642;296071909;2590906;7364;70
6643;296738709;2576348;11792;301
6644;296415364;2569605;7364;70
6645;293462969;2579996;7404;231
6646;294994519;2687297;7414;90
6647;296479301;2599321;7534;240
6648;298190128;2605814;7404;70
6649;301411325;3236455;7484;220
6650;296117563;2607717;7434;60
6651;293768572;2581607;7374;240
6652;292679289;2572060;7343;61
6653;294786129;2584152;7423;211
6654;293864490;2585966;7334;80
6655;292540919;2567632;7424;251
6656;293339836;2562703;7364;60
6657;296944231;2580336;7324;210
6658;295816527;2585706;7374;70
6659;297403701;2580446;7394;230
6660;294880251;2573512;7374;60
6661;295562481;2591457;7394;220
6662;291330990;2584685;7374;60
6663;294001354;2585335;7354;220
6664;296357130;2823841;7394;80
6665;297639743;2590234;7384;241
6666;293701212;2553225;7364;70
6667;292275530;2582229;7304;220
6668;294507491;2568263;7323;70
6669;295482039;2572361;7354;230
6670;294655980;2574866;7364;80
6671;293060819;2557634;7363;191
6672;294353182;2575226;7384;50
6673;295008000;2589743;7464;241
6674;296326781;2578412;7354;70
6675;294055844;2573934;7303;211
6676;294067626;2580897;7434;60
6677;292693811;2560709;7434;220
6678;293875155;2575246;7314;70
6679;295671051;2567261;7874;211
6680;294007262;2577581;7334;60
6681;295941295;2569946;7384;190
6682;295305274;2596306;7454;60
6683;296944596;2624037;7384;231
6684;295403788;2603719;7524;60
6685;296740454;2580486;7975;231
6686;296960836;2608188;7384;60
6687;295028615;2621322;7444;231
6688;294540950;2593480;7424;81
6689;298916521;2592318;7394;231
6690;301221659;2600043;7734;80
6691;296613574;2591797;7484;220
6692;295467255;2601946;7404;60
6693;296340061;2608780;7494;201
6694;300021480;2617976;7444;70
6695;298977673;2667189;7554;210
6696;300759694;2608789;7444;70
6697;301084682;2605052;7574;231
6698;300352860;2597187;7474;200
6699;297766103;2595624;7534;260
6700;297269572;2619349;7464;80
6701;303466445;2603960;7474;240
6702;304032616;2592798;7384;60
6703;298325069;2588831;7344;250
6704;297463634;2605052;7404;80
6705;299997312;2596105;7474;230
6706;297751312;2601346;7404;90
6707;302676202;2594211;7434;220
6708;298449220;2585005;7414;70
6709;296961512;2594973;7374;251
6710;298110286;2582780;7434;70
6711;298279742;2593099;7454;220
6712;298017991;2592468;7544;70
6713;297015814;2615111;7714;210
6714;299345649;2590455;7484;80
6715;297328007;2610543;7494;181
6716;302927641;2599552;7404;71
6717;302947959;2621814;7464;241
6718;300029079;2612826;7424;80
6719;300482067;2609540;7594;240
6720;301571959;2612847;7384;60
6721;300761851;2611404;7494;240
6722;297716855;2590594;7505;71
6723;298043608;2594752;7404;200
6724;301271826;2634988;7504;80
6725;304118511;2617074;7484;200
6726;300794361;2621733;7474;90
6727;300619203;2614450;7454;230
6728;299794296;2652310;7464;50
6729;301130752;2620992;7545;200
6730;300772049;2624658;7544;60
6731;301498499;2606365;7434;231
6732;303292913;2683569;7424;70
6733;303466146;2640098;7494;231
6734;301687111;2604532;7424;61
6735;299532223;2609230;7534;210
6736;302437378;2625991;7424;81
6737;305079389;2607216;7484;241
6738;301477990;2626722;7444;80
6739;303013056;2627253;7524;211
6740;302522478;2630080;7645;60
6741;304119309;2625430;7524;240
6742;303600126;2603660;11882;80
6743;299219547;2600143;7414;220
6744;302959935;2694790;7604;60
6745;306039367;2650137;7624;221
6746;306267795;2695230;7625;60
6747;303429976;2643113;7604;210
6748;303132839;2614169;7464;70
6749;301763042;2653904;7504;200
6750;311705985;2613948;7454;70
6751;300857235;2611434;7574;220
6752;306586821;2626021;7504;70
6753;303467164;2664834;7554;240
6754;301755997;2606545;7484;70
6755;304607911;2622775;7424;211
6756;303838820;2622735;7624;80
6757;302053193;2608808;7454;221
6758;302011055;2603008;7594;70
6759;301775101;2659694;7484;241
6760;303144188;2607086;7454;70
6761;299709400;2597658;7394;211
6762;301078937;2613258;7444;60
6763;303494213;2641170;7464;200
6764;301985875;2616454;7524;60
6765;304483867;2600824;7464;210
6766;302759346;2627454;7514;70
6767;302524494;2614279;7514;210
6768;301376333;2618316;7414;50
6769;301199311;2624368;7394;180
6770;302913763;2629437;7564;70
6771;305135507;2630178;7554;200
6772;303077891;2951892;7464;81
6773;311505503;2664643;7574;230
6774;309915485;2723885;7544;61
6775;310363272;2682928;7925;251
6776;309854779;3112313;7554;90
6777;310853320;2617306;7484;230
6778;303465985;2620731;7654;71
6779;304493612;2636411;7534;231
6780;302647582;2639607;7464;70
6781;304987007;2630259;7474;211
6782;301975503;2640519;7474;70
6783;304962259;2602447;7434;241
6784;304093521;2632543;7555;60
6785;304059237;2632363;7655;220
6786;306660180;2611634;7504;80
6787;305257843;2631421;7634;230
6788;303449543;2627584;7674;70
6789;307544257;2644536;7544;231
6790;305612346;2637172;7534;70
6791;304653410;2632563;7484;180
6792;303414538;2610071;7424;50
6793;304829408;2610682;7535;190
6794;303309921;2615211;7414;60
6795;305572671;2626432;7555;211
6796;305827929;2624919;7624;60
6797;306435437;2648112;7544;231
6798;306018796;2633685;7594;70
6799;304576574;2633856;7564;220
6800;303771704;2641801;7504;60
6801;306842208;2635198;7614;211
6802;304689344;2644125;7494;80
6803;306263804;2624287;7454;201
6804;304989266;2642713;7674;71
6805;309020048;2633315;7444;210
6806;305959103;2634467;7575;70
6807;305194360;2635819;7634;230
6808;305980722;2636781;7565;60
6809;305457151;2620871;7544;210
6810;307952819;2628706;7625;70
6811;305172017;2625901;7575;200
6812;309583152;2658683;7534;70
6813;306499173;2635479;7544;220
6814;307554822;2642151;7575;70
6815;307723526;2645798;7624;231
6816;305459825;2634967;7504;70
6817;306757879;2639095;7574;190
6818;305914166;2637804;7514;60
6819;308734069;2654784;7514;200
6820;307019618;2639667;7604;70
6821;310058943;2655978;7584;211
6822;307703507;2637773;7494;70
6823;306475346;2631972;7524;221
6824;307459051;2631632;7504;70
6825;305870762;2641931;7554;231
6826;308342225;2640528;7474;70
6827;305565110;2632423;7494;220
6828;308535176;2656448;7454;80
6829;312643213;2651198;7604;240
6830;318449003;2866522;7594;80
6831;315238296;2741467;7594;241
6832;312017180;2655817;7694;70
6833;309733390;2658191;7685;210
6834;312960477;2644085;7544;71
6835;311060054;2669563;7625;241
6836;311478660;2664023;7674;70
6837;311800852;2652180;7544;230
6838;311376307;2647982;7555;81
6839;311569319;2660746;7554;230
6840;310161381;2639476;7594;80
6841;313751348;2738682;7624;220
6842;317689156;2707254;7564;91
6843;316588735;2653983;7584;250
6844;314786216;2650146;7595;80
6845;310555157;2666857;7684;231
6846;313157013;2741307;7684;80
6847;314822561;2736539;7574;231
6848;312688405;2655546;7554;70
6849;313970025;2663431;7594;230
6850;311040707;2664403;7624;60
6851;310072400;2647622;7524;221
6852;313212695;2649686;7574;71
6853;315132182;3067238;7724;230
6854;319057297;3273465;7684;80
6855;322093818;2652240;7594;231
6856;309009919;2647041;7654;60
6857;310885324;2632362;7574;230
6858;309021211;2658512;7685;80
6859;310176064;2649245;7584;231
6860;313217893;2640328;7625;80
6861;310339099;2647561;7595;190
6862;310813097;2668040;7614;60
6863;310864783;2654745;7624;210
6864;308805363;2660615;7635;70
6865;311806589;2684701;7554;231
6866;317596365;2727441;7635;60
6867;318769586;2754011;7705;220
6868;317626954;2698026;7685;60
6869;323123022;2734525;7655;230
6870;319969182;2704548;7655;70
6871;315023085;2734124;7684;231
6872;315808816;2656418;7674;60
6873;314730504;2683318;8045;220
6874;314839940;2678209;7734;80
6875;318384462;2712383;7715;231
6876;318861776;2692666;7654;70
6877;321810682;2707815;7735;240
6878;322233053;2725307;7704;71
6879;319478682;2708366;7724;210
6880;318775304;2683769;7634;60
6881;317489203;2705921;7815;221
6882;316970490;2761064;7885;60
6883;316762380;2744023;7684;221
6884;321654018;2694649;7765;90
6885;317445520;2677758;7785;210
6886;314587134;2678720;7624;81
6887;314264128;2668070;7574;191
6888;316604915;2673490;7584;50
6889;311848972;2673630;7565;210
6890;313289843;2667820;7625;80
6891;315459567;2667018;7544;170
6892;315666665;2669673;7615;60
6893;315206733;2669032;7595;210
6894;315722530;2669622;7614;70
6895;315905992;2680152;7614;180
6896;316502902;2675454;7604;70
6897;315440740;2670895;7624;200
6898;316701152;2677918;7684;50
6899;316783526;2652490;7594;220
6900;317447531;2674101;7695;80
6901;315748156;2668070;7704;231
6902;314468407;2686924;7704;70
6903;315355941;2685442;7754;201
6904;315074632;2668180;7564;80
6905;312313699;2672848;7615;210
6906;317484729;2703286;7615;80
6907;315648177;2688087;7614;220
6908;318730604;2681144;7685;80
6909;318897315;2752367;7904;220
6910;315459584;2671927;7634;81
6911;316446442;2686154;7684;211
6912;316468664;2675153;7875;60
6913;315510478;2686915;7685;210
6914;318938392;2699349;7675;60
6915;318320423;2783415;8345;231
6916;317524632;2752628;7785;80
6917;317728733;2683870;7745;210
6918;320359273;2679752;7634;80
6919;320376706;2762837;7654;251
6920;319984801;2702534;7664;70
6921;320479949;2701022;7674;241
6922;320729365;2683078;7624;60
6923;318995797;2689429;7614;210
6924;319889944;2681635;7624;91
6925;318508753;2686144;7645;200
6926;319358987;2687967;7635;81
6927;319405003;2686735;7724;231
6928;319719320;2697104;7744;60
6929;317770720;2690041;7655;230
6930;316422092;2688378;7714;70
6931;322083532;2696553;7664;210
6932;320972239;2756215;7725;80
6933;317962027;2702213;7914;231
6934;322365960;2695361;7644;60
6935;320140078;2743872;7825;220
6936;320466821;2696564;7815;90
6937;319511370;2696293;7715;220
6938;320577157;2690111;7665;60
6939;320194379;2685061;7685;220
6940;319128051;2680834;7624;70
6941;322227780;2694820;7775;240
6942;321585705;2684451;7704;60
6943;318198168;2692616;7704;220
6944;319061575;2697675;7664;91
6945;319480079;2695442;7624;190
6946;320047574;2792272;7885;80
6947;323077882;2695080;7735;210
6948;322771016;2704337;7735;60
6949;322459553;2786872;7835;331
6950;322465432;2702675;7654;80
6951;321240617;2758129;7754;251
6952;323239343;2694229;7784;70
6953;323380217;2711742;7855;260
6954;323657436;2719276;15970;71
6955;324674480;2708055;7765;220
6956;321656446;2694539;7854;80
6957;320008328;2689921;7685;190
6958;319548274;2688648;7644;60
6959;320587071;2694329;7685;191
6960;321874223;2693998;7824;81
6961;319997316;2702233;7714;200
6962;329805274;2717983;7825;90
6963;324237480;2709147;7725;230
6964;322327863;2702212;7755;70
6965;322510615;2703925;7764;231
6966;321546317;2729735;7875;80
6967;323834845;2705510;7774;201
6968;323305263;2705049;7675;70
6969;320897319;2700671;7774;241
6970;325940732;2708455;7734;71
6971;325220181;2706732;7934;231
6972;323899114;2705771;7834;80
6973;324936208;2703126;7674;241
6974;320131624;2711852;7705;70
6975;323990596;2706501;7714;191
6976;325045713;2707695;7754;81
6977;326144621;2725157;7734;231
6978;325332850;2715559;7855;50
6979;326134412;2706822;7774;251
6980;325497478;2709898;8035;60
6981;324474070;2711751;7745;220
6982;322954092;2780329;7784;81
6983;323903030;2707073;7745;230
6984;322113635;2703566;7795;81
6985;321393557;2708024;7675;190
6986;324188413;2708746;7774;70
6987;333593247;2723893;7785;220
6988;325374436;2728042;7835;70
6989;328492688;2731138;7805;230
6990;323599829;2713254;7755;80
6991;328412708;2720718;7715;220
6992;324952995;2727331;7754;80
6993;324918100;2714898;7715;220
6994;326883943;2719676;7855;60
6995;324535101;2719126;7765;210
6996;327077705;2768869;7715;70
6997;325390494;2768016;7784;210
6998;326967750;2703415;7855;70
6999;326517405;2762837;7825;210
7000;328110299;2768928;7785;70
7001;326334541;2767125;7705;180
7002;327975938;2717101;7845;70
7003;325088065;2724115;7824;231
7004;328684114;2716401;7724;70
7005;325338213;2714477;7945;240
7006;327468766;2725658;7795;60
7007;328957224;2813953;7794;241
7008;327372296;2808843;7905;70
7009;326473781;2719957;7875;221
7010;325666998;2714266;7754;70
7011;326529905;2717463;7915;210
7012;329282223;2785500;7835;60
7013;325635038;2791481;7744;231
7014;327452082;2730847;7824;60
7015;332381449;2750254;7915;240
7016;333074418;2776893;7885;60
7017;328526224;2733272;7835;230
7018;327991724;2754261;7935;70
7019;331646241;2742650;7784;221
7020;328189342;2723974;7734;80
7021;328289190;2734463;7765;220
7022;327355661;2745635;7855;60
7023;329452289;2749172;7824;231
7024;327525959;2726039;7704;90
7025;325550177;2730637;7745;200
7026;329476183;2759741;7764;60
7027;326441216;2734554;7834;221
7028;331156551;2715339;7724;70
7029;331362797;2746187;7764;221
7030;331476551;2736527;7814;90
7031;329888196;2731096;7805;200
7032;328616021;2730025;7844;61
7033;329475020;2741678;7865;230
7034;327979317;2729063;7865;60
7035;328854236;2737060;7905;211
7036;328702160;2738832;7995;70
7037;331551719;2815726;7885;231
7038;333540537;2718853;7855;70
7039;330769273;2728192;7835;230
7040;329102019;2744282;7824;60
7041;331259521;2730446;7784;221
7042;328451780;2745174;7834;70
7043;328988727;2752748;7945;210
7044;329388014;2730445;7855;60
7045;331300338;2732320;7875;230
7046;327973303;2729334;7744;70
7047;328101153;2739353;7744;190
7048;327597408;2735917;7764;70
7049;330138190;2746547;7905;230
7050;329442014;2742288;7824;60
7051;330477835;2740324;7825;230
7052;331605578;2763167;7955;80
7053;332532946;2727620;7825;200
7054;329422967;2743691;7885;90
7055;330440935;2733161;7825;240
7056;331684324;2720497;7735;60
7057;328953809;2719607;7814;240
7058;331109066;2728993;7845;70
7059;330999540;2734885;7784;221
7060;329082088;2737910;7705;60
7061;330890276;2724975;7795;210
7062;327243492;2719956;7754;80
7063;329930307;2729104;7694;201
7064;326154190;2728292;7775;70
7065;331871653;2733252;7895;170
7066;331999453;2716731;7764;60
7067;330370240;2730726;7804;191
7068;333587839;2727640;7805;50
7069;331996447;2741086;7815;200
7070;331206527;2735507;7875;60
7071;331559808;2762095;7945;231
7072;329192572;2735986;7814;50
7073;331903011;2745454;7815;220
7074;332995879;2725085;7755;70
7075;330881897;2730927;7805;250
7076;333183369;2724535;7895;70
7077;338053804;2732681;7805;240
7078;331073485;2731729;7825;60
7079;329488846;2732800;7824;191
7080;333196161;2738832;7955;80
7081;332605205;2726879;7824;181
7082;330954290;2752709;7995;80
7083;332659886;2742549;7855;211
7084;329766616;2730175;7845;80
7085;330290687;2740995;7824;191
7086;332935162;2730817;7734;60
7087;331641538;2740705;7865;180
7088;336220578;2765773;8425;80
7089;333117573;2749122;7864;261
7090;333453202;2738080;7754;60
7091;331488159;2739273;7815;210
7092;332752508;2743530;7804;80
7093;332504323;2742279;7814;191
7094;331776129;2748561;7854;60
7095;333207540;2741287;7825;240
7096;331299174;2736277;7804;60
7097;333892854;2753410;7824;221
7098;332858706;2747920;7854;60
7099;332777444;2726981;7745;200
7100;332934947;2744252;7765;81
7101;335714676;2745135;7895;211
7102;334280419;2731778;7815;70
7103;334970883;2757096;8095;231
7104;347395664;2754752;7835;90
7105;345161417;2772174;7885;250
7106;340377613;2751757;7855;70
7107;336110316;2757196;7915;230
7108;338150419;2768488;12744;81
7109;337356080;2766634;7885;230
7110;336010549;2752137;7845;80
7111;335693565;2768838;7915;200
7112;341404175;2753450;7885;70
7113;337163939;2769891;7855;220
7114;338828488;2753320;7905;70
7115;334795081;2760843;7815;180
7116;336284110;2743822;7825;60
7117;336594873;2762907;7845;210
7118;334428664;2755171;7884;81
7119;336734434;2752338;7805;180
7120;338087779;2766935;7964;71
7121;335749236;2762316;7915;240
7122;333980823;2760093;7945;60
7123;337270858;2765813;7965;210
7124;337357439;2757307;7985;60
7125;338338568;2766504;7945;200
7126;336934147;3712036;10049;100
7127;339853336;2774800;7845;231
7128;337873696;2778036;7935;60
7129;337363531;2767205;7975;231
7130;338015641;2781473;8076;70
7131;337542055;2773727;7985;241
7132;338940154;2762347;7845;70
7133;338685806;2767445;7955;311
7134;343254438;2773667;7935;90
7135;340441646;2789096;7915;241
7136;337518318;2770882;7995;60
7137;340988160;2826637;8756;230
7138;340356818;2765541;7915;80
7139;339038577;2769489;7955;210
7140;339781399;2767895;7965;70
7141;343399287;2785009;7935;230
7142;341697227;2779007;7875;70
7143;339628882;2767947;8015;231
7144;339211109;2779488;7825;60
7145;340623966;2774599;7965;190
7146;338525523;2782223;7965;80
7147;341382056;2840172;7905;211
7148;343627844;2795187;7875;80
7149;340839089;2777024;7885;231
7150;339449594;2774158;7965;80
7151;340182238;2813091;8065;220
7152;341327533;2786442;8045;60
7153;341752219;2839319;7915;221
